topicId,week,topicName,state,courseId
643,7,"Introducción a las ecuaciones diferenciales ordinarias (EDOs): orden de la EDO, EDO autónoma y problema de valor inicial",PENDING,32
644,7,"Campos de pendientes. Curva isoclina",PENDING,32
645,8,"Ecuaciones diferenciales ordinarias separables",PENDING,32
646,8,"Modelado: crecimiento poblacional y la ecuación diferencial logística",PENDING,32
647,9,"Circuito eléctrico simple",PENDING,32
648,9,"Problemas de mezclas",PENDING,32
649,9,"Numpy y scipy para resolver ecuaciones diferenciales ordinarias",PENDING,32
650,10,"Segundo Examen",PENDING,32
651,10,"Definición de EDO lineal de orden n",PENDING,32
652,10,"Ecuación diferencial lineal homogénea de segundo orden",PENDING,32
653,11,"Solución de ecuaciones lineales no homogéneas lineales con coeficientes constantes",PENDING,32
654,11,"Teorema de existencia y unicidad para EDOs de orden n",PENDING,32
655,12,"El método de reducción de orden. Independencia lineal y wronskiano. Obtención de una solución particular de la ecuación no homogénea",PENDING,32
656,13,"El método de los coeficientes indeterminados y el de variación de parámetros",PENDING,32
657,13,"Aplicaciones: movimientos vibratorios de sistemas mecánicos. Movimiento armónico simple",PENDING,32
658,14,"Movimiento vibratorio con amortiguamiento. El fenómeno de resonancia",PENDING,32
659,14,"Problemas de circuitos eléctricos y el péndulo simple",PENDING,32
660,15,"Introducción a PyMOR",PENDING,32
661,16,"Examen Sustitutorio",PENDING,32
662,16,"Definición de integrales impropias (en intervalos no acotados y con asíntotas verticales)",PENDING,32
663,16,"Criterios de convergencia: comparación, paso al límite y convergencia absoluta",PENDING,32
664,17,"Tercer Examen",PENDING,32
665,17,"Ejemplos de convergencia de integrales impropias que dependan de un parámetro",PENDING,32
666,1,"Principios de Ingeniería de Software: Proceso de Software, Reglas de Disciplina, Requisito de Software",PENDING,29
667,2,"Los Límites del Sistema y el Contexto",PENDING,29
668,2,"Elicitación de Requisitos",PENDING,29
669,3,"Especificación de Requisitos: Lenguaje Natural (Casos de Uso, Historias de Usuario, BDD) y Modelos (NFR framework)",PENDING,29
670,4,"Análisis de Requisitos (Verificación y Validación)",PENDING,29
671,5,"Gestión de Requisitos, Documento de Especificación de Requisitos y Herramientas",PENDING,29
672,6,"Primer Examen",PENDING,29
673,7,"Principios de diseño de software",PENDING,29
674,7,"Paradigmas de diseño: estructurado, orientado a objetos, aspectos, funciones, servicios",PENDING,29
675,8,"Modelos estructurales y de comportamiento del diseño orientado a objetos",PENDING,29
676,9,"Arquitectura de software: Fundamentos y Documentación",PENDING,29
677,10,"Estilos y patrones de arquitectura: filtros y tuberías, capas, eventos, micro kernel, plugins, micro servicios",PENDING,29
678,11,"Componentes de Software, Bibliotecas, Frameworks y Middlewares",PENDING,29
679,12,"Segundo Examen",PENDING,29
680,13,"Estilos de programación y Programación Defensiva",PENDING,29
681,14,"Mecanismos para construcción de programas de calidad: Normas/Estándares/Estilos/Guias/Convenciones de codificación, Codificación Legible (clean code)",PENDING,29
682,15,"Estrategias de Integración: top-down, bottom-up, sandwich",PENDING,29
683,15,"Prácticas de desarrollo de software orientado a objetos: Principios SOLID",PENDING,29
684,16,"Examen Sustitutorio",PENDING,29
685,16,"Enfoques de desarrollo de software: Domain-driven Design - DDD, Clean Architecture",PENDING,29
686,17,"Tercer Examen",PENDING,29
687,1,"Conocer la visión general de los compiladores",PENDING,30
688,1,"Definir el análisis léxico, sintáctico y semántico",PENDING,30
689,2,"Definir la generación de código y la optimización de código",PENDING,30
690,3,"Comprender el problema del análisis léxico",PENDING,30
691,3,"Conoce los tokens y funciones de los analizadores",PENDING,30
692,3,"Describe los diagramas y analizadores de relaciones",PENDING,30
693,4,"Describe los diagramas y analizadores de relaciones",PENDING,30
694,4,"Resumir la programación con lex",PENDING,30
695,5,"Primer Examen",PENDING,30
696,6,"Comprender los fundamentos del análisis sintáctico",PENDING,30
697,7,"Explicar las gramáticas de soporte del análisis sintáctico",PENDING,30
698,8,"Expresar las gramáticas libres del contexto",PENDING,30
699,9,"Comprender el análisis sintáctico descendente",PENDING,30
700,10,"Comprender el análisis sintáctico ascendente",PENDING,30
701,11,"Comprender la verificación estática",PENDING,30
702,11,"Expresar la gramáticas de atributos",PENDING,30
703,11,"Expresar la representación intermedia",PENDING,30
704,12,"Segundo Examen",PENDING,30
705,13,"Deducir las tablas de símbolos",PENDING,30
706,13,"Describir la preparación para la generación de código",PENDING,30
707,14,"Expresar la generación de directivas para tablas",PENDING,30
708,14,"Expresar la generación de código de árboles",PENDING,30
709,15,"Explicar las estrategias para la generación de código",PENDING,30
710,15,"Conocer lo creación, detección, clasificación y recuperación de errores",PENDING,30
711,16,"Examen Sustitutorio",PENDING,30
712,16,"Resumir el manejo de errores en el análisis sintáctico",PENDING,30
713,16,"Resumir los errores semánticos",PENDING,30
714,17,"Tercer Examen",PENDING,30
715,17,"Exposición de la Investigación Formativa",PENDING,30
716,1,"Lineales",PENDING,33
717,1,"No Lineales",PENDING,33
718,2,"Estructura de Grafos",PENDING,33
719,3,"Búsqueda completa",PENDING,33
720,3,"Divide y vencerás",PENDING,33
721,4,"Greedy",PENDING,33
722,4,"Programación dinámica",PENDING,33
723,5,"Insertion sort, Merge sort, Quicksort",PENDING,33
724,6,"Primer Examen",PENDING,33
725,6,"Recorridos: DFS, BFS, Topological sort",PENDING,33
726,6,"MST: Prim Kruskal",PENDING,33
727,7,"SSSP: BFS, Dijkstra's, Bellman-Ford",PENDING,33
728,8,"APSP: Floyd-Warshall, Johnson's Algorithm",PENDING,33
729,9,"Teoría de números",PENDING,33
730,10,"Combinatorias",PENDING,33
731,11,"Segundo Examen",PENDING,33
732,11,"Probabilidades",PENDING,33
733,12,"Distancia entre cadenas",PENDING,33
734,13,"String matching",PENDING,33
735,14,"Suffix Trie",PENDING,33
736,15,"Puntos, líneas, círculos",PENDING,33
737,16,"Examen Sustitutorio",PENDING,33
738,16,"Convex hull",PENDING,33
739,17,"Tercer Examen",PENDING,33
740,1,"Introducción a la Investigación en Ciencias de la Computación",PENDING,39
741,2,"Métodos de Investigación Científica",PENDING,39
742,3,"Formulación del Problema de Investigación",PENDING,39
743,4,"Revisión de Literatura y Estado del Arte",PENDING,39
744,5,"Diseño de la Investigación",PENDING,39
745,6,"Primer Examen",PENDING,39
746,7,"Métodos Experimentales en Ciencias de la Computación",PENDING,39
747,8,"Recolección y Análisis de Datos",PENDING,39
748,9,"Herramientas para la Investigación Computacional",PENDING,39
749,10,"Escritura Científica y Estructura de Artículos",PENDING,39
750,11,"Segundo Examen",PENDING,39
751,12,"Ética en la Investigación Computacional",PENDING,39
752,13,"Evaluación y Revisión por Pares",PENDING,39
753,14,"Propuestas de Investigación y Financiamiento",PENDING,39
754,15,"Comunicación y Presentación de Resultados",PENDING,39
755,16,"Examen Sustitutorio",PENDING,39
756,17,"Tercer Examen",PENDING,39
757,1,"Gestión de configuración del software y control de versiones",PENDING,34
758,2,"Gestión de entregas (release)",PENDING,34
759,2,"Herramientas de Ingeniería de Requisitos y Diseño de Software",PENDING,34
760,3,"Herramientas de Pruebas: Depuración, Análisis estático y dinámico",PENDING,34
761,4,"Entornos que automatizan el proceso de construcción de software: Construcción Automática, Integración continua",PENDING,34
762,5,"Primer Examen",PENDING,34
763,6,"Verificación y Validación: Control de Calidad, Inspecciones, Revisiones (Complejidad Ciclomática y Cognitiva), Auditorías y Pruebas",PENDING,34
764,6,"Fundamentos de pruebas: Proceso (generación, implementación, ejecución y análisis), Técnicas (Estáticas y Dinámicas), Tipos (usabilidad, confiabilidad, seguridad, desempeño y funcionalidad - conforme a la especificación), Niveles (unitarias, integración, validación y de sistema) y Estrategias (Caja blanca y caja negra) de prueba",PENDING,34
765,7,"Plan de pruebas: Casos de prueba y Métodos de generación de casos de prueba",PENDING,34
766,8,"Automatización de pruebas: Análisis de Código Fuente, Pruebas de Regresión, Arquitectura de pruebas xUnit, Dobles de Prueba (Test Double: Mocks, Stubs, Spies, Dummies, Fakes)",PENDING,34
767,9,"Seguimiento de defectos",PENDING,34
768,10,"Enfoques de desarrollo basado en pruebas: TDD, BDD",PENDING,34
769,11,"Segundo Examen",PENDING,34
770,12,"Sistemas Legados: Cambios de software y Preocupaciones (concerns)",PENDING,34
771,12,"Evolución, Mantenimiento y Reingeniería de Software",PENDING,34
772,13,"Refactoring",PENDING,34
773,14,"Migración de Software Legado: De Monolitos a Módulos, Microservicios",PENDING,34
774,15,"Reutilización de Software: Bibliotecas, Frameworks, Componentes y Patrones de Diseño",PENDING,34
775,16,"Examen Sustitutorio",PENDING,34
776,16,"Líneas de Producto de Software",PENDING,34
777,17,"Tercer Examen",PENDING,34
778,1,"Introducción a los Sistemas Operativos",PENDING,36
779,1,"Estructura de un Sistema Operativo",PENDING,36
780,2,"Concepto y Estados de un Proceso",PENDING,36
781,2,"Planificador de un Proceso",PENDING,36
782,3,"Comunicación de Procesos",PENDING,36
783,3,"Pipes, FIFO, Cola de mensajes",PENDING,36
784,4,"Concepto de Threads",PENDING,36
785,4,"Modelo de Threads",PENDING,36
786,5,"Programación multicore",PENDING,36
787,6,"Primer Examen",PENDING,36
788,6,"Planificadores I",PENDING,36
789,7,"Planificadores II",PENDING,36
790,7,"El problema de la sección crítica, mutex",PENDING,36
791,8,"Monitores, semáforos",PENDING,36
792,9,"Manejo de Memoria",PENDING,36
793,9,"Memoria Virtual",PENDING,36
794,10,"Paginación de memoria",PENDING,36
795,10,"Memoria Caché",PENDING,36
796,11,"Segundo Examen",PENDING,36
797,11,"Sistemas de almacenamiento",PENDING,36
798,12,"Sistemas de entrada y salida",PENDING,36
799,13,"Métodos de acceso: secuencial, directo, otros",PENDING,36
800,14,"Estructura de directorios",PENDING,36
801,15,"Recuperación de archivos",PENDING,36
802,16,"Examen Sustitutorio",PENDING,36
803,17,"Tercer Examen",PENDING,36
804,1,"Introducción a Estructuras de Datos Avanzados",PENDING,35
805,2,"Árboles Binarios de Búsqueda: Implementación y Operaciones",PENDING,35
806,3,"Árboles AVL: Balanceo y Rotaciones",PENDING,35
807,4,"Árboles Rojo-Negro: Propiedades y Operaciones",PENDING,35
808,5,"Árboles B y B+: Estructura y Aplicaciones en Bases de Datos",PENDING,35
809,6,"Primer Examen",PENDING,35
810,7,"Heaps Binarios y Colas de Prioridad",PENDING,35
811,8,"Heaps Fibonacci: Estructura y Operaciones",PENDING,35
812,9,"Tablas Hash: Funciones de Hash y Manejo de Colisiones",PENDING,35
813,10,"Hash Abierto vs Hash Cerrado",PENDING,35
814,11,"Segundo Examen",PENDING,35
815,12,"Grafos: Representación y Algoritmos Básicos",PENDING,35
816,13,"Algoritmos de Caminos Mínimos: Dijkstra y Bellman-Ford",PENDING,35
817,14,"Algoritmos de Árbol de Expansión Mínima: Prim y Kruskal",PENDING,35
818,15,"Tries y Árboles de Sufijos",PENDING,35
819,16,"Examen Sustitutorio",PENDING,35
820,17,"Tercer Examen",PENDING,35
821,1,"Clase Inaugural - Lineamientos del curso",PENDING,38
822,1,"Espacios vectoriales",PENDING,38
823,2,"Subespacios vectoriales",PENDING,38
824,3,"Independencia, base y dimensión",PENDING,38
825,4,"Espacios con producto interno",PENDING,38
826,4,"Bases ortonormales y proyecciones",PENDING,38
827,5,"Aproximaciones por mínimos cuadrados",PENDING,38
828,6,"Primer Examen",PENDING,38
829,7,"Concepto de transformación lineal",PENDING,38
830,7,"Imagen y núcleo",PENDING,38
831,8,"Matriz de una transformación lineal",PENDING,38
832,8,"Isomorfismos",PENDING,38
833,9,"Cambio de base",PENDING,38
834,9,"Autovalores y autovectores",PENDING,38
835,10,"Matrices semejantes y diagonalización",PENDING,38
836,10,"Matrices simétricas y diagonalización ortogonal",PENDING,38
837,10,"La descomposición de valor singular",PENDING,38
838,11,"Segundo Examen",PENDING,38
839,12,"Exponencial de una matriz",PENDING,38
840,13,"Existencia y unicidad de soluciones para sistemas lineales homogéneas con coeficientes constantes",PENDING,38
841,13,"Sistemas lineales no homogéneas con coeficientes constantes",PENDING,38
842,14,"Flujo de una ecuación diferencial",PENDING,38
843,14,"Estabilidad",PENDING,38
844,15,"Funciones de Liapunov",PENDING,38
845,16,"Examen Sustitutorio",PENDING,38
846,16,"Sistemas Gradiente",PENDING,38
847,17,"Tercer Examen",PENDING,38
848,1,"Fundamentos y evolución histórica de redes",PENDING,41
849,1,"Arquitectura de redes",PENDING,41
850,2,"Arquitectura de internet",PENDING,41
851,2,"Primera práctica de laboratorio",PENDING,41
852,2,"Tipos de redes y técnicas de switcheo",PENDING,41
853,3,"Computación basada en redes",PENDING,41
854,3,"Protocolos de red",PENDING,41
855,3,"Segunda práctica de laboratorio",PENDING,41
856,4,"Modelos de redes",PENDING,41
857,4,"Tercera práctica de laboratorio",PENDING,41
858,5,"Estándares de Redes",PENDING,41
859,5,"Modelo OSI",PENDING,41
860,5,"Funcionamiento del modelo OSI",PENDING,41
861,5,"Cuarta práctica de laboratorio",PENDING,41
862,6,"Primer Examen",PENDING,41
863,7,"Estándares IEEE",PENDING,41
864,7,"TCP/IP",PENDING,41
865,7,"Quinta práctica de laboratorio",PENDING,41
866,8,"La capa de aplicación, transporte y red TCP/IP",PENDING,41
867,8,"Sexta práctica de laboratorio",PENDING,41
868,9,"Control de errores",PENDING,41
869,9,"Control de flujo",PENDING,41
870,10,"Pipeline en redes",PENDING,41
871,10,"Sétima práctica de laboratorio",PENDING,41
872,11,"Segundo Examen",PENDING,41
873,12,"Enrutamiento estático",PENDING,41
874,12,"Enrutamiento dinámico",PENDING,41
875,12,"Protocolos de enrutamiento",PENDING,41
876,13,"Octava práctica de laboratorio",PENDING,41
877,14,"Asignación estática y dinámica de recursos",PENDING,41
878,14,"Redes de extremo a extremo",PENDING,41
879,14,"Novena práctica de laboratorio",PENDING,41
880,15,"Estándares de redes inalámbricas",PENDING,41
881,15,"Redes celulares y satelitales",PENDING,41
882,16,"Examen Sustitutorio",PENDING,41
883,17,"Tercer Examen",PENDING,41
884,1,"Introducción al Curso de Inteligencia Artificial",PENDING,44
885,2,"Fundamentos e Historia de la Inteligencia Artificial",PENDING,44
886,3,"Agentes Inteligentes",PENDING,44
887,4,"Estrategias de Búsqueda",PENDING,44
888,5,"Búsqueda Informada",PENDING,44
889,6,"Búsqueda No Informada",PENDING,44
890,7,"Primer Examen",PENDING,44
891,8,"Algoritmos de Aprendizaje de Máquina para Agrupamiento 1",PENDING,44
892,9,"Algoritmos de Aprendizaje de Máquina para Agrupamiento 2",PENDING,44
893,10,"Algoritmos de Aprendizaje de Máquina para Clasificación 1",PENDING,44
894,11,"Algoritmos de Aprendizaje de Máquina para Clasificación 2",PENDING,44
895,12,"Segundo Examen",PENDING,44
896,13,"Representación del Conocimiento",PENDING,44
897,14,"Desarrollo de aplicaciones de Inteligencia Artificial",PENDING,44
898,15,"Aprendizaje Profundo",PENDING,44
899,16,"Examen Sustitutorio",PENDING,44
900,17,"Tercer Examen",PENDING,44
901,1,"Introducción al Desarrollo de Software Empresarial",PENDING,40
902,2,"Arquitecturas Empresariales y Patrones de Diseño",PENDING,40
903,3,"Desarrollo de Aplicaciones Web Empresariales",PENDING,40
904,4,"Frameworks para Desarrollo Empresarial",PENDING,40
905,5,"Bases de Datos en Entornos Empresariales",PENDING,40
906,6,"Primer Examen",PENDING,40
907,7,"Integración de Sistemas Empresariales",PENDING,40
908,8,"Servicios Web y APIs REST",PENDING,40
909,9,"Seguridad en Aplicaciones Empresariales",PENDING,40
910,10,"Escalabilidad y Performance en Sistemas Empresariales",PENDING,40
911,11,"Segundo Examen",PENDING,40
912,12,"Testing y Calidad en Software Empresarial",PENDING,40
913,13,"DevOps y CI/CD en Entornos Empresariales",PENDING,40
914,14,"Monitoreo y Logging en Sistemas Empresariales",PENDING,40
915,15,"Casos de Estudio y Mejores Prácticas",PENDING,40
916,16,"Examen Sustitutorio",PENDING,40
917,17,"Tercer Examen",PENDING,40
918,1,"Introducción a Ingeniería de Software III",PENDING,42
919,2,"Gestión de Proyectos de Software Avanzada",PENDING,42
920,3,"Arquitecturas de Software Empresarial",PENDING,42
921,4,"Patrones de Arquitectura Empresarial",PENDING,42
922,5,"Calidad de Software y Métricas Avanzadas",PENDING,42
923,6,"Primer Examen",PENDING,42
924,7,"Gestión de Configuración y Control de Versiones Avanzado",PENDING,42
925,8,"Integración Continua y Entrega Continua (CI/CD)",PENDING,42
926,9,"DevOps y Automatización de Procesos",PENDING,42
927,10,"Arquitecturas de Microservicios",PENDING,42
928,11,"Segundo Examen",PENDING,42
929,12,"Gestión de Requerimientos en Proyectos Complejos",PENDING,42
930,13,"Arquitecturas Orientadas a Eventos",PENDING,42
931,14,"Prácticas de Codificación Avanzadas",PENDING,42
932,15,"Gestión de Equipos de Desarrollo",PENDING,42
933,16,"Examen Sustitutorio",PENDING,42
934,17,"Tercer Examen",PENDING,42
935,1,"Introducción a la Computación Gráfica",PENDING,43
936,2,"Sistemas de Coordenadas y Transformaciones Geométricas",PENDING,43
937,3,"Transformaciones Afines y Homogéneas",PENDING,43
938,4,"Proyecciones y Visualización 3D",PENDING,43
939,5,"Algoritmos de Rasterización",PENDING,43
940,6,"Primer Examen",PENDING,43
941,7,"Modelado de Superficies y Curvas",PENDING,43
942,8,"Iluminación y Sombreo",PENDING,43
943,9,"Texturizado y Mapeado",PENDING,43
944,10,"Animación por Computadora",PENDING,43
945,11,"Segundo Examen",PENDING,43
946,12,"Gráficos por Computadora en Tiempo Real",PENDING,43
947,13,"Técnicas de Renderizado Avanzado",PENDING,43
948,14,"Procesamiento de Imágenes y Visión por Computadora",PENDING,43
949,15,"Aplicaciones de Computación Gráfica",PENDING,43
950,16,"Examen Sustitutorio",PENDING,43
951,17,"Tercer Examen",PENDING,43
952,1,"Introducción a la Interacción Humano-Computador",PENDING,45
953,2,"Principios de Diseño de Interfaces de Usuario",PENDING,45
954,3,"Psicología Cognitiva en IHC",PENDING,45
955,4,"Metodologías de Diseño Centrado en el Usuario",PENDING,45
956,5,"Prototipado y Evaluación de Interfaces",PENDING,45
957,6,"Primer Examen",PENDING,45
958,7,"Diseño de Interacción y Experiencia de Usuario",PENDING,45
959,8,"Accesibilidad y Diseño Inclusivo",PENDING,45
960,9,"Interfaces para Dispositivos Móviles",PENDING,45
961,10,"Evaluación Heurística y Test de Usabilidad",PENDING,45
962,11,"Segundo Examen",PENDING,45
963,12,"Diseño de Interfaces para Realidad Virtual y Aumentada",PENDING,45
964,13,"Interfaces Conversacionales y Voz",PENDING,45
965,14,"Diseño Emocional y Persuasivo",PENDING,45
966,15,"Tendencias Futuras en IHC",PENDING,45
967,16,"Examen Sustitutorio",PENDING,45
968,17,"Tercer Examen",PENDING,45
969,1,"Introducción al Proyecto de Final de Carrera I",PENDING,46
970,2,"Definición del Problema y Alcance del Proyecto",PENDING,46
971,3,"Revisión de Literatura y Estado del Arte",PENDING,46
972,4,"Metodología de Investigación y Desarrollo",PENDING,46
973,5,"Planificación del Proyecto y Cronograma",PENDING,46
974,6,"Primer Examen",PENDING,46
975,7,"Diseño de la Solución y Arquitectura del Sistema",PENDING,46
976,8,"Selección de Tecnologías y Herramientas",PENDING,46
977,9,"Desarrollo del Prototipo Inicial",PENDING,46
978,10,"Pruebas y Validación del Prototipo",PENDING,46
979,11,"Segundo Examen",PENDING,46
980,12,"Documentación del Proyecto",PENDING,46
981,13,"Avance del Desarrollo y Implementación",PENDING,46
982,14,"Evaluación de Resultados Parciales",PENDING,46
983,15,"Preparación de la Presentación del Avance",PENDING,46
984,16,"Examen Sustitutorio",PENDING,46
985,17,"Tercer Examen",PENDING,46
986,1,"Introducción a la Computación Paralela y Distribuida",PENDING,47
987,2,"Arquitecturas de Sistemas Paralelos",PENDING,47
988,3,"Modelos de Programación Paralela",PENDING,47
989,4,"Programación con MPI (Message Passing Interface)",PENDING,47
990,5,"Programación con OpenMP",PENDING,47
991,6,"Primer Examen",PENDING,47
